thread_id,customer_tweet_id,customer_author_id,customer_text,brand_tweet_id,brand_text,turn_count,created_at
twcs_apple_01108,60306,129790,@AppleSupport help what does this mean https://t.co/I8uNBcSW7B,60304,"@129790 We're here to help. Just to confirm, are you seeing this from your iTunes Library?",4,Wed Nov 01 20:00:44 +0000 2017
twcs_apple_01109,60309,123990,I️ updated my phone and this shit still not working ! @AppleSupport,60308,@123990 DM the country or region where you are located to continue. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:23:34 +0000 2017
twcs_apple_01110,60313,121480,Hey @AppleSupport Is the @118936 down?,60312,@121480 It looks like it is currently available: https://t.co/7NVrDovSd8 Are you having issues accessing it? DM us if so. https://t.co/GDrqU22YpT,4,Wed Nov 01 19:32:46 +0000 2017
twcs_apple_01111,60317,129791,@AppleSupport why does my lock screen when playing music freeze and not let me skip or go back or anything?,60315,@129791 We can help! Which version of iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version,4,Wed Nov 01 20:19:09 +0000 2017
twcs_apple_01112,60322,129792,Just updated my phone @AppleSupport now my shit tweaking smh,60321,@129792 We want your iPhone to work for you. DM us details about what exactly is happening and we'll continue with you there. https://t.co/GDrqU22YpT,4,Wed Nov 01 19:35:22 +0000 2017
twcs_apple_01113,60325,129793,@AppleSupport what’s wrong with the letter “I️” on fb twitter and group me.  Eye have to type eye.  Help us @129794,60324,@129793 We want to help. Join us in DM. Let us know your iOS version. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:21:02 +0000 2017
twcs_apple_01114,60328,129795,Wassup with the letter i on our keyboards yo @AppleSupport,60326,@129795 We're here to help. Which iOS version is your device currently running? You can check this under Settings &gt; General &gt; About.,4,Wed Nov 01 20:13:37 +0000 2017
twcs_apple_01115,60331,129796,@AppleSupport something is using my MBP webcam right now and I have no idea what. WTF do I do to see what’s using it &amp; turn it off?!,60330,@129796 We'd be happy to help. Are there any apps open in your Dock? Apps like PhotoBooth or FaceTime may be causing this.,2,Wed Nov 01 20:19:06 +0000 2017
twcs_apple_01116,60334,129797,@AppleSupport this new iOS update doesn’t send whatsapp notifications when my phone is locked. FIX THIS PLEASE,60332,"@129797 We'd like to look at this with you. Are you receiving other notifications? If you are, try updating WhatsApp and check again.",4,Wed Nov 01 19:59:15 +0000 2017
twcs_apple_01117,61058,129973,"@AppleSupport need help making a boot USB to reinstall my OS, only have access to a windows pc and an old mac and no cd, any tips",61057,@129973 Thanks for reaching out.  This article explains how to create a bootable installer for Mac OS:  https://t.co/jJIPcFiw2j https://t.co/GDrqU22YpT,4,Wed Nov 01 19:51:19 +0000 2017
twcs_apple_01118,61060,129974,@115858 where tf is the update that fixes the glitches from the last update because I’m tired of not being able to use the letter “I️”,61059,@129974 We're here for you. Which version of the iOS do you have currently? Check from Settings &gt; General &gt; About.,2,Wed Nov 01 20:47:32 +0000 2017
twcs_apple_01119,61062,129975,Hey @115858 your software update version 11.0.3 sucks. The update to the podcast and music apps suck. There’s all sorts of lag and randomness,61061,@129975 We'd be happy to help. We've recently released iOS 11.1. Make sure you have a backup before updating.,2,Wed Nov 01 20:41:06 +0000 2017
twcs_apple_01120,61064,129976,@115858 I haven’t been able to play music through my aux since the new update 🙃,61063,@129976 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:45:04 +0000 2017
twcs_apple_01121,61066,129977,@AppleSupport can you tell me why it keeps coming up my storage is nearly full no matter HOW MUCH or WHAT I delete? ☹️,61065,@129977 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:42:32 +0000 2017
twcs_apple_01122,61068,129978,@AppleSupport Have to assume this is a bug in the latest iOS update. The letter “I” keeps replacing to A [?]. Is there a fix coming? https://t.co/3hPW4dfgBZ,61067,@129978 DM us using the link below. We'll look into this with you from there. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:33:37 +0000 2017
twcs_apple_01123,61071,129979,"What dafugg is wrong with my phone, Everytime i️ type the letter “I️” 😡..
@115858",61070,@129979 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:36:26 +0000 2017
twcs_apple_01124,61074,129980,@AppleSupport no shipping confirmation on my X. Hoping it’s not an issue I should be conflcerned with,61072,@129980 Were you able to take a look at your order through the link we previously sent?,4,Wed Nov 01 20:35:00 +0000 2017
twcs_apple_01125,61078,129981,@AppleSupport  check your DMs!,61076,@129981 Thanks for reaching out to us here. Let us know where you are located so we can point you in the right direction.,3,Wed Nov 01 20:34:49 +0000 2017
twcs_apple_01126,61081,129982,@116333 I paid $849.00 for an iPhone 6s Plus and I can't even get phone reception.  I hate your company.  Rip offs.,61079,@129982 We'd like to help with your reception. DM us here to continue: https://t.co/GDrqU22YpT,3,Wed Nov 01 20:35:01 +0000 2017
twcs_apple_01127,61088,129983,@AppleSupport i lost all music on apple music and I can’t get it back.,61087,@129983 We're happy to look into this with you. DM us the device you're experiencing this on to get started. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:33:45 +0000 2017
twcs_apple_01128,61090,129984,"@AppleSupport All my photos keep being removed from my phone, after connecting it to my laptop they all get restored but it keeps happening?",61089,@129984 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:38:23 +0000 2017
twcs_apple_01129,61094,129985,@115858 why do these question marks keep coming up?I️ thought that was some Android shit 🤔,61091,@129985 We can help. Tell us which device and software version you're using. We'll take it from there.,5,Wed Nov 01 20:34:50 +0000 2017
twcs_apple_01130,61297,130034,@AppleSupport my shit not updating,61296,@130034 We want to help. What device is having issues updating? What is the currently installed operating system?,4,Sun Nov 26 00:44:05 +0000 2017
twcs_apple_01131,61302,130035,@AppleSupport whenever I save an image with a transparent background it doesn’t stay transparent? It makes a white background itself.,61299,@130035 We're here for you. What device are you using?,5,Sun Nov 26 00:36:30 +0000 2017
twcs_apple_01132,61314,130036,My phone is showing me empty lock screen all the time and when I force reboot I’m getting last weeks message notifications and couple hours later same bs all over again! @AppleSupport tell me what to do I don’t wanna wait for next update this bug is so irritating 😠,61312,"@130036 We'd like some details to help. Which iPhone model and iOS does this occur on? Also, does the issue with your notifications occur on Wi-Fi, cellular or both? Let us know and we'll continue.",4,Sun Nov 26 01:03:24 +0000 2017
twcs_apple_01133,61319,130037,@AppleSupport my ipad pro is stuck on loading.... not opening app store ... how to fix? https://t.co/bPeadvDaIo,61317,@130037 We want to help you out. Let's start by following the steps in this link: https://t.co/1SrHVMz478 Let us know if you still encounter issues after that.,4,Sun Nov 26 01:02:42 +0000 2017
twcs_apple_01134,61323,130038,@AppleSupport I accidentally bought something is there anyway I can get a refund,61321,@130038 We're happy to help. Take a look here: https://t.co/A5QhKRZhQQ,4,Sun Nov 26 00:57:06 +0000 2017
twcs_apple_01135,61330,130039,"I swear @115858, this charger is broken in an undetectable way.",61329,@130039 We're happy to help. What happens when you try to use your charger? Let us know to continue.,4,Sun Nov 26 00:41:14 +0000 2017
twcs_apple_01136,61332,21723,"@AppleSupport This dialogue has started appearing every time I unlock my device, even though I've completed the  share. (It offers to share the same WiFi password each time.) I upgraded some days ago to iOS 11.1.2. I can't even find where to turn this feature off. https://t.co/SFQvqlswbC",61331,@21723 We're happy to look into this with you today. Wi-Fi password sharing is a built-in function of iOS 11. Does this persist through a restart of your device?,2,Sun Nov 26 00:41:02 +0000 2017
twcs_apple_01137,61334,130040,My phone exploded all over my hand @AppleSupport,61333,"@130040 This isn’t expected behavior, we’ll work through this together. DM us and let us know what model iPhone you're using. https://t.co/GDrqU22YpT",2,Sun Nov 26 00:46:08 +0000 2017
twcs_apple_01138,61336,130041,@AppleSupport could you please tell me how do I reserve an iPhone X at 6am in the morning online? As I went into 2 branches in Manchester and was told to reserve one from online. Thank you,61335,@130041 We're here for you. You'll want to reach out to our Online Sales Support team here: https://t.co/8yjRd1Xo0i,2,Sun Nov 26 00:49:31 +0000 2017
twcs_apple_01139,61338,130042,@115858 your location services don't work in Las Vegas.. that's a fat L,61337,@130042 Help is here! Are you experiencing issues with Maps or just your location services? What iOS version is currently installed on your device?,2,Sun Nov 26 00:49:36 +0000 2017
twcs_apple_01140,61340,130043,"@115858 Your recent update made everything touch wise unworkable, or unusable. You need new people.",61339,"@130043 If we're understanding, the touchscreen on your iOS device is not recognizing touch. Is that right? Please DM us, we'd like to get things working as needed again. https://t.co/GDrqU22YpT",2,Sun Nov 26 00:46:22 +0000 2017
twcs_apple_01141,61342,130044,@AppleSupport just got the iPhone 10 where game central app gone cart seem 2 find it?,61341,@130044 Congrats on your new iPhone X! We'd like to help with any questions you might help. Let us know in DM if you see Game Center as an option in the Settings app. https://t.co/GDrqU22YpT,2,Sun Nov 26 00:34:02 +0000 2017
twcs_apple_01142,61344,130045,"@AppleSupport I am trying to install a free app, and it keeps asking me for billing information, and it keeps declining my billion information. I need help",61343,@130045 Our iTunes Store team would be happy to take a look into this with you. You can reach out to them here https://t.co/SDIe7UiyJN,2,Sun Nov 26 00:44:30 +0000 2017
twcs_apple_01143,61401,130047,"@115858, it's been like this for the past hour. Why won't it just connect to the wifi? https://t.co/0h5pzdaZaZ",61400,@130047 We'd like to help get connected to Wi-Fi. DM us what iOS version you're on. https://t.co/GDrqU22YpT,2,Sun Nov 26 00:41:28 +0000 2017
twcs_apple_01144,61403,130048,@AppleSupport does apple care cover stolen iPhone?,61402,@130048  Apple Care does not cover stolen devices. Here's more information. https://t.co/Ds0oKsCgkE,2,Sun Nov 26 00:43:21 +0000 2017
twcs_apple_01145,61409,130049,"My iPhone is acting up!! What the fuck? I paid $700 last year for this phone, now it's glitching and being slow? @115858 fix this",61408,@130049 We know how important it is to have your device working as expected. Let's look into this together. Can you confirm the iOS version that is installed? This can be located in Settings &gt; General &gt; About &gt; Version.,4,Fri Nov 24 18:32:11 +0000 2017
twcs_apple_01146,62205,130246,"New iphone update; none of my charging cables work. I'm at school &amp; phone is about to die. Hey @115858, @122609 is looking like my next move",62202,@130246 Let's get your iPhone charging again. Which model is it and does it have iOS 11.1 installed? Any steps tried?,5,Wed Nov 01 20:58:42 +0000 2017
twcs_apple_01147,62208,130247,@AppleSupport,62207,@130247 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:02:10 +0000 2017
twcs_apple_01148,62213,130248,@AppleSupport I’ve downloaded the new iPhone update and my battery lasts half as long. What’s going on?!?,62210,@130248 We completely understand wanting to have good battery life. How long is the battery lasting on a full charge after the update?,5,Wed Nov 01 21:01:56 +0000 2017
twcs_apple_01149,62221,130249,Updated my phone &amp; my I️s are still showing as squares...what’s good @115858,62219,"@130249 Let's help get this sorted and the keyboard working. To start, are you currently running iOS 11.1?",4,Wed Nov 01 20:57:55 +0000 2017
twcs_apple_01150,62225,130250,"Hey @115858 why can’t I see my photos in my albums? They won’t load, And yes I’ve updated my phone twice in the last 24hrs actually..",62223,@130250 Thank you for reaching out to us about this. We want you to be able to view your photos. When did this issue begin?,4,Wed Nov 01 20:31:16 +0000 2017
twcs_apple_01151,62229,130251,@AppleSupport two of my friends are using the iphone 6s and 7 which have just updated. Their phone's are now freezing on multiple apps help!,62227,"@130251 We'd like to work with you. Just to verify, this is not your iPhone, but your friends' iPhone's, right?",4,Wed Nov 01 20:59:56 +0000 2017
twcs_apple_01152,62232,130252,"@115858 you did it again and hit me in the night with an update and I lost my numbers again. Yes, turned phone on/off a bunch. Killing me 🍎",62231,@130252 Let's help get this resolved. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:00:32 +0000 2017
twcs_apple_01153,62235,130253,Why does my iPhone keep randomly vibrating? @AppleSupport #FirstWorldProblems,62233,@130253 Thank you for reaching out. May we ask which iPhone you're currently using?,4,Wed Nov 01 20:42:58 +0000 2017
twcs_apple_01154,62239,130254,Why does my phone vibrate for no reason since I’ve updated it ?? @AppleSupport,62237,@130254 We'd like to look into this with you. May we ask what type of iPhone you have?,4,Wed Nov 01 20:39:53 +0000 2017
twcs_apple_01155,62246,130255,@AppleSupport hi. I have an iPhone 8 plus and my screen isn’t turning off automatically. What is going on? My auto lock is 1 min,62244,@130255 Let's take a look at this together. May we ask which iOS version you're currently using on your iPhone?,4,Wed Nov 01 20:52:41 +0000 2017
twcs_apple_01156,62250,130256,"Hey @115858 the new iOS update is garbage and my phone keeps restarting itself. Get your shit together, Carol.",62248,@130256 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,4,Wed Nov 01 20:48:47 +0000 2017
twcs_apple_01157,62254,130258,Why am I seeing boxed up question marks? And I updated my phone ! @115858 wth is going on 🙄😡,62252,"@130258 Let's help. To make sure we're on the same page, are you running iOS 11.1?",4,Wed Nov 01 20:52:06 +0000 2017
twcs_apple_01158,62257,130259,Why my iMessage &amp; FaceTime keep saying is waiting fo activation 😩@AppleSupport help me out,62256,"@130259 We'd love to help get those features working for you. Which device are you using, and what's the software version it's running?",2,Wed Nov 01 20:52:38 +0000 2017
twcs_apple_01159,62259,130260,my phone is frozen and IM GETTING PISSED @APPLESUPPORT,62258,@130260 We want to help with this. Which iOS version are you using? Did this happen while using a particular app?,2,Wed Nov 01 20:40:16 +0000 2017
twcs_apple_01160,62261,130261,@AppleSupport @115858 can you help or nah? https://t.co/1lAvjP9yu1,62260,"@130261 We want to help you. DM us, and let us know what's going on. We'll look into this. https://t.co/GDrqU22YpT",2,Wed Nov 01 20:46:52 +0000 2017
twcs_apple_01161,62266,130262,@AppleSupport any way to check the overall battery health of my iphone?,62265,@130262 We would be glad to take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:18:15 +0000 2017
twcs_apple_01162,62271,130263,Why is my phone doing this!!! I️ need answers!!!! @AppleSupport,62270,@130263 We're here for you and want to help. DM us with what type of iPhone you're using and your current iOS version. https://t.co/GDrqU22YpT,4,Wed Nov 01 19:39:27 +0000 2017
twcs_apple_01163,62273,130264,My phone won’t stop turning off and freezing @AppleSupport !!!!,62272,@130264 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:35:38 +0000 2017
twcs_apple_01164,62275,130265,Downloaded the @115858 iPhone update.  Thought maybe it would correct my phone crashing problem.  Nope. @AppleSupport iPhone still crashing,62274,@130265 We can look into this further with you. Send us a DM if you'd like to get started: https://t.co/GDrqU22YpT,2,Wed Nov 01 20:05:41 +0000 2017
twcs_apple_01165,62279,130266,@AppleSupport why isn’t the weather’s widget not working no more? (Even since iOS 11.1) https://t.co/XLQNCFXKDO,62276,@130266 We want to look into this with you to be sure it's working as expected. What seems to be happening? Have you restarted?,5,Wed Nov 01 20:46:26 +0000 2017
twcs_apple_01166,62289,130267,@115858 Where did you put my bottom bar ? #bug https://t.co/1mH8VXC9Zz,62288,@130267 This isn't expected behavior. We're here to help. Does it appear after restarting your phone?,2,Wed Nov 01 20:44:57 +0000 2017
twcs_apple_01167,62291,130268,"Dear @115858 , Please bring HomeKit to Mac. It is so annoying that I need to look for my iPhone or iPad to turn off/on my lights.",62290,@130268 We appreciate your feedback. Let us know about features you'd like to see implemented or changed here: https://t.co/eTPVYVFyd8,2,Wed Nov 01 20:45:40 +0000 2017
twcs_apple_01168,62293,130269,@AppleSupport Can you suggest a fix for the I️ not working on the keyboard other than resetting my entire phone? 7PLUS iOS 11.1,62292,@130269 Could you Direct Message us and let us know what country you're located in? We'll help out. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:48:24 +0000 2017
twcs_apple_01169,63161,130482,@AppleSupport @115858 @116333 i️ can't properly use my phone can u fix this send me a new phone DO SOMETHINg IM LOSING MY MIND https://t.co/wqPsWFLvZr,63160,@130482 Hello. We'll be glad to check into this with you. Please click here to DM us: https://t.co/GDrqU22YpT,2,Wed Nov 01 21:21:10 +0000 2017
twcs_apple_01170,63163,130483,@115858 can you tell me why my i’s are coming up like this I️ ???? WTF IS GOING ON HERE APPLE?????,63162,@130483 We're happy to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:20:24 +0000 2017
twcs_apple_01171,63165,130484,"@AppleSupport got these brand new headphones, and they didn’t even work right out of the box. where’s the quality control? Smh https://t.co/HWtN2vkaTV",63164,"@130484 We'd be happy to look into this with you. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",2,Wed Nov 01 21:17:39 +0000 2017
twcs_apple_01172,63167,130485,My phone died at 15%😐 @115858 crazy my phone is magically not working properly upon release of the overlypriced X,63166,@130485 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:15:32 +0000 2017
twcs_apple_01173,63169,130486,@AppleSupport need you to check your DM’s. 😩😩😩,63168,"@130486 We're happy to help. We've received your DM, and will continue there. Look for a reply shortly.",2,Wed Nov 01 21:14:02 +0000 2017
twcs_apple_01174,63171,130487,"I updated my phone and I’m still seeing these dumb ass question marks,  @115858 what’s going on?",63170,@130487 We'd be happy to look into this issue with you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:14:11 +0000 2017
twcs_apple_01175,63173,130488,@AppleSupport needs to figure out what this 👉🏾I️ ..... issue is on my iPhone8,63172,@130488 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:15:15 +0000 2017
twcs_apple_01176,63175,130489,@115858 apps have been timing out for the last week and a half and it’s getting annoying,63174,"@130489 We'd love to help! Are you having trouble downloading apps, or launching apps? Are you connected to Wi-Fi?",2,Wed Nov 01 21:11:29 +0000 2017
twcs_apple_01177,63177,130490,hey @115858 get ur shit together so i can type “i” without this stupid problem https://t.co/43iHbkJK6K,63176,@130490 We're here for you. Please DM us the version of iOS you're using and we can go from there together. https://t.co/GDrqU22YpT,2,Wed Nov 01 20:57:23 +0000 2017
twcs_apple_01178,63179,130491,Am i the only one that can’t use a capital i without it showing a capital A next to a boxed question mark? The hell is this @AppleSupport,63178,@130491 We'd love to help! Let's start by having you tell us which device and iOS version you are using in Settings &gt; General &gt; About,2,Wed Nov 01 21:04:58 +0000 2017
twcs_apple_01179,63182,130492,Need to get the OS x 10.9 update on an old Mac OS 10.8 help @115858,63181,@130492 We are glad to look into this. Send us a DM with more details and we'll check out options together. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:14:14 +0000 2017
twcs_apple_01180,33365,130493,"@123379 @115858 Yes, My phone does not stay charged like before",63183,@130493 We've received your DM and will respond there shortly. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:09:38 +0000 2017
twcs_apple_01181,63185,130494,@130495 @115858 thats weird af... my phones been doing dumb shit since I updated it too tho,63184,@130494 We'd be happy to look into any issues you're experiencing. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:07:29 +0000 2017
twcs_apple_01182,63191,130496,@AppleSupport after downloading watchOS 4.1 Apple Music app downloads and freezes at 75% for hours. Any insight?,63190,@130496 Send us a DM with more details and include the country you're in. We'll do our best to help. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:05:07 +0000 2017
twcs_apple_01183,63197,130497,"@AppleSupport Very frustrating Apple watch software update, anyone else having this issue? https://t.co/pMAHLfAGnD",63196,@130497 The update can depend on your Wi-Fi network speed. How long has the update been in progress?,4,Tue Oct 31 21:20:44 +0000 2017
twcs_apple_01184,63200,130498,@AppleSupport how can I add Night Mode to the control center in the new iOS?,63198,@130498 We're here for you. Which version of the iOS are you running? Check by tapping Settings &gt; General &gt; About.,4,Wed Nov 01 21:11:38 +0000 2017
twcs_apple_01185,63205,130499,"@115858 paid a lot of money for the phone ,better fix ios11.1 as it is locking up poor Wi-Fi and Bluetooth/frame drops it’s disappointing😡🤬👊🏽",63204,"@130499 Let's look into this together. Send us a DM with more information, and we'll meet you there. https://t.co/GDrqU22YpT",2,Wed Nov 01 21:12:47 +0000 2017
twcs_apple_01186,63207,130500,@AppleSupport @115948 I have iCloud library on but can download music to play offline. Help pls,63206,@130500 We can assist you. Do you receive a specific error message when you attempt to download music for offline listening?,2,Wed Nov 01 21:04:35 +0000 2017
twcs_apple_01187,63210,130501,"@AppleSupport I just recovered my old Iphone 5 for my mother, upgrade to IOS 10.3, it works faster than my Iphone 6 with IOS 11, 🙄",63208,@130501 We can help with your iPhone. Can you tell us more about what you're experiencing?,4,Wed Nov 01 21:04:11 +0000 2017
twcs_apple_01188,63213,130502,@115858 yo why is it when I️ type and I️ it makes that damn box? Fix that shit moe,63212,@130502 Let's work together to find the best path forward. DM us with what type of device you're using. https://t.co/GDrqU22YpT,2,Wed Nov 01 21:10:47 +0000 2017
twcs_apple_01189,63215,130503,I update my phone and lose alllllll my music. WHAT THE FUCK @115858,63214,@130503 We want to get your tunes back so you can enjoy listening to them. Are you an Apple Music member where you pay monthly for music?,2,Wed Nov 01 21:08:45 +0000 2017
twcs_apple_01190,63217,130504,@115858 what is with these boxes in the middle of sentences ? It’s frustrating me,63216,@130504 We're happy to help. Can you explain what boxes you're talking about? Are you using a certain app?,2,Wed Nov 01 21:07:45 +0000 2017
twcs_apple_01191,63220,130505,"@AppleSupport Fix our keyboards, I’m fed up with this ☹️😡 https://t.co/74qzbqOoOi",63218,"@130505 Let's see how we can help. Which device are you seeing this on? Also, what is the exact iOS version installed?",4,Wed Nov 01 20:58:08 +0000 2017
twcs_apple_01192,63223,130506,When is @AppleSupport fixing this issue where the letter “eye” stops changing to I️ on all apps?,63222,@130506 We've received your DM and well be happy to continue working with you there. Look for a reply from us shortly.,2,Wed Nov 01 21:03:22 +0000 2017
twcs_apple_01193,63225,130507,I️ just updated my phone again and still can’t text  I️ @AppleSupport,63224,"@130507 We can help. What is the current iOS version you have installed? Let us know more in DM, please. https://t.co/GDrqU22YpT",2,Wed Nov 01 21:01:47 +0000 2017
twcs_apple_01194,63227,130508,@AppleSupport Will Apple Remote Desktop allow me to connect to something on a different network? 2/2 thanks for any help,63226,"@130508 Hi. It's designed for use on the same network, but does have a remote feature, as explained here: https://t.co/wDmm2ezyrq",2,Wed Nov 01 20:55:38 +0000 2017
twcs_apple_01195,63327,130533,"@115858 @AppleSupport listen, y’all fixed the I thing. Thanks. But can y’all do something about me not being able to type I.T without I.T looking like this. FYI. I’m trying to type “it”",63325,@130533 We're glad to help. What version of iOS are you currently running? Let us know and we'll get started.,4,Thu Nov 30 05:48:27 +0000 2017
twcs_apple_01196,63456,130561,hey @115858 you know you’re not supposed to slow technology as you update? my iphone is easily 3 times slower thanks to your update 🖕🏼,63454,@130561 Let us help you with your iPhone! Which version of iOS are you running on the iPhone currently? Do you know if all the apps are currently up-to-date? We ask as this can affect the performance.,4,Thu Nov 30 05:52:18 +0000 2017
twcs_apple_01197,63808,130665,My phone does not notify me of new messages whenever its unlocked and I really dont know why but I absolutely hate it! &amp; @AppleSupport needs to fix that NOW! Because that is highly unacceptable and I do not appreciate the inconvenience it causes me or my friends as a result of it,63807,@130665 We'd be happy to look into this issue with you more in detail.  Reach out to us via DM and let us know what iPhone you're using and the iOS version that is installed and we'll continue from there. https://t.co/GDrqU22YpT,2,Thu Nov 30 06:20:22 +0000 2017
twcs_apple_01198,64264,130741,"I absolutely hate this fucking thing. I hate this fucking iPhone. Too often, I can’t even remember a tweet long enough to execute it, what with all the distractions. The phone will fall asleep before I’ve finished reading; before my thought is complete. I could go on. @115858",64262,@130741 We'd like to help you out. What iPhone are you using and its current iOS version? DM us that information and we'll get started. https://t.co/GDrqU22YpT,3,Thu Nov 30 05:48:07 +0000 2017
twcs_apple_01199,65011,130908,"@AppleSupport I guess my real question is has there been a record of other people coming forward with the same screen distortion problems? if so, i won't worry as much, as freaky as it looks.",65012,@130908 This is not expected behavior of your Mac after an update. It sounds like you’ve completed some great troubleshooting steps so far. DM us what country you’re located in so we can take a closer look at this issue with you. https://t.co/GDrqU22YpT,2,Thu Nov 30 14:15:59 +0000 2017
twcs_apple_01200,65010,130908,Hey @AppleSupport ever since i updated to high sierra 2 days ago my screen does this when i shut down pls tell me this is a common occurrence and yall are working to fix it bc this ish makes me nervous as hell https://t.co/uDIej6mGQn,65008,"@130908 We can understand your concern with it doing this while shutting down. Let’s go though some troubleshooting so we can get to the bottom of this. Before we begin, you’ll want to back up your Mac. This explains how: https://t.co/Mw8OK9APy7",3,Thu Nov 30 05:45:55 +0000 2017
twcs_apple_01201,65015,130909,@AppleSupport Please help. My mom's iPhone 6s Plus' battery drains so fast even without using it. It happened after she updated to iOS 11.1.2.,65014,@130909 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. https://t.co/GDrqU22YpT,2,Thu Nov 30 06:10:23 +0000 2017
twcs_apple_01202,65659,131029,"@AppleSupport when vpn status is connected, it is supposed to see a vpn-is-on notification on the upper left corner, while it is not case with my iphone6, ios11.1.2",65658,@131029 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,4,Wed Nov 29 09:17:24 +0000 2017
twcs_apple_01203,65661,131030,"@AppleSupport my iPhone is basically useless, when is a new update due?",65660,@131030 We're here to help. Please click here to connect with us in DM and provide us with the details of the issues you're having: https://t.co/GDrqU22YpT,2,Thu Nov 30 05:55:23 +0000 2017
twcs_apple_01204,65663,131031,"@AppleSupport I lose the password for my account, ask for help and months later I'm still paying for apple music. Called again and the support agent put me on hold then hung up. I need it cancelled now, I'm paying for nothing.",65662,@131031 We can understand wanting to cancel the subscription. We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,2,Thu Nov 30 06:20:18 +0000 2017
twcs_apple_01205,66864,131273,So I’ve been having problems with my battery dying real quick of late and then last night I updated my phone and then today a whole charge lasted me the whole day with the same useage as before before it would take 3-4 full chargers hmmm @115858 🤔🤔,66863,"@131273 That’s not the experience we’d like you to have with your iPhone. To confirm, are you still experiencing battery issues with your iPhone? DM us. https://t.co/GDrqU22YpT",2,Thu Nov 30 05:08:19 +0000 2017
twcs_apple_01206,66867,131274,@AppleSupport is this you?? Or hacker?? https://t.co/L7N6CEoUr5,66865,@131274 Thanks for reaching out to us. We definitely understand your concern here. This email is not authentic. This is likely a phishing attempt to get personal information from you. You can learn more about how to identify phishing emails here: https://t.co/LNMCdqt6fD,3,Thu Nov 30 05:54:42 +0000 2017
twcs_apple_01207,67413,131395,"@AppleSupport purchased new iPhone 10 , doesn’t vibrate or ring while incoming calls. Tried everything at my end. Help",67412,@131395 We are here to help. DM us your iOS version and we can take a look at this for you. https://t.co/GDrqU22YpT,2,Thu Nov 30 05:36:07 +0000 2017
twcs_apple_01208,67416,131396,When are you bringing the Do Not Disturb icon back @AppleSupport @115858 ? Only big complain on X. And not just me....,67414,"@131396 You can access Control Center from swiping down on the top right to see the Do Not Disturb icon. If you'd like to leave feedback about this, please do so here: https://t.co/eTPVYVFyd8 Our engineers read all feedback sent but are unable to directly reply.",3,Thu Nov 30 05:24:23 +0000 2017
twcs_apple_01209,67418,131397,@115858 Why is it that i have been waiting for almost a month for a refund of a returned item i paid cash for in the first place? Where is my money?,67417,@131397 We can assist you. Please DM us via the following link with the country in which you are located. https://t.co/GDrqU22YpT,2,Thu Nov 30 05:17:34 +0000 2017
twcs_apple_01210,71171,131990,So why tf hasn’t @AppleSupport fixed this “I️”,71170,@131990 Hi there. We recently released an update that includes a fix for autocorrect issues. Follow the steps here to back up and update your device:  https://t.co/80YRnjDFDk Let us know if you have questions.,2,Thu Nov 30 05:41:49 +0000 2017
